1001-911228774120751105,.,1.0
1005-910249926126424064,check video shot totality verse come soon httpstc .,0.0
1005-910264001103384576,check video shot totality verse come soon httpstc .,0.0
1005-910267045861830657,didnt make check footage shot totality padcaster verse httpst .,0.0
1005-910267831484391424,sneak peak padcaster verse check video shot totality padcaster verse httpst .,0.0
1005-910337479961608193,sneak peak verse shot totality padcaster verse http .,0.0
1005-910337498202673152,didnt make check footage shot totality padcaster verse httpst .,0.0
1005-910368675454226433,happy newweek tweetheart .,1.0
1005-910370139283054592,237pm coolest thing ive see .,0.0
1005-910486409370263552,big corona .,0.0
1005-910486446418653184,big corona .,0.0
1005-910490808410939394,start .,1.0
1005-910574613352108032,word feel see .,0.0
1005-910575482487402497,word feel see .,0.0
1005-910588156348571648,total eclipse 1 month ago like yesterday .,0.0
1005-910588628031688704,total eclipse 1 month ago like yesterday .,0.0
1005-910593913945153536,sneak peak verse shot totality padcaster verse http .,0.0
1005-910626069983760386,wasnt eclipse planet cross covered disk .,0.0
1005-910627073047367681,wasnt eclipse planet cross covered disk .,0.0
1005-910680588155154432,wasnt eclipse planet cross covered disk .,0.0
1005-910685763062317056,happy newweek tweetheart .,1.0
1005-910777484488126466,happy newweek tweetheart .,1.0
1005-910810761714319361,happy newweek tweetheart .,1.0
1005-910813805977886720,happy newweek tweetheart .,1.0
1005-910860343571750912,happy newweek tweetheart .,1.0
1005-910880014895386624,happen .,0.0
1005-910880821971750912,16 million people come view spending 269 million .,0.0
1005-910881850075295745,16 million people come view spending 269 million .,0.0
1005-910894438326718466,1 month ago cloudy photography service capture different phase totality .,0.0
1005-910894971858964480,1 month ago cloudy photography service capture different phase .,0.0
1005-910894990892691456,1 month ago cloudy photography service capture different phase .,0.0
1005-910897090032697344,1 month ago cloudy photography service capture different phase .,0.0
1005-910911427531169792,1 month ago cloudy photography service capture different phase .,0.0
1005-910914489977057280,1 month ago cloudy photography service capture different phase .,0.0
1005-910918011233513472,didnt make check footage shot totality padcaster verse httpst .,0.0
1005-910933171147026432,1 month ago cloudy photography service capture different phase .,0.0
1005-910934253009072128,throwback .,0.0
1005-910934423583035396,throwback .,0.0
1005-910994287424425985,1 month ago cloudy photography service capture different phase .,0.0
1005-911110007873142784,happy newweek tweetheart .,1.0
1005-911274142321795074,head tn month catch stop great smokey mountain check blog .,0.0
1005-911274248164999168,head tn month catch stop great smokey mountain check blog .,0.0
1005-911292079673708544,.,1.0
1005-911292443764674561,.,1.0
1005-911337948624379904,totality salem .,0.0
1005-913464986747510789,provide unique opportunity see source space weather naked eye http .,0.0
1005-913466313569423361,provide unique opportunity see source space weather naked eye http .,0.0
1005-913474681520267264,provide unique opportunity see source space weather naked eye http .,0.0
1005-913479664219426818,provide unique opportunity see source space weather naked eye http .,0.0
1005-913484412062453761,provide unique opportunity see source space weather naked eye http .,0.0
1005-913486097199632389,provide unique opportunity see source space weather naked eye http .,0.0
1005-913489996031676416,provide unique opportunity see source space weather naked eye http .,0.0
1005-913499684278222848,provide unique opportunity see source space weather naked eye http .,0.0
1005-913501394186981376,provide unique opportunity see source space weather naked eye http .,0.0
1005-913530428253986817,provide unique opportunity see source space weather naked eye http .,0.0
1005-913535323438645249,sneak peak padcaster verse action video shot padcaster verse httpstco .,0.0
1005-913552705636909060,provide unique opportunity see source space weather naked eye http .,0.0
1005-913571095957061632,provide unique opportunity see source space weather naked eye http .,0.0
1005-913575353305591809,provide unique opportunity see source space weather naked eye http .,0.0
1005-913598085682561025,provide unique opportunity see source space weather naked eye http .,0.0
1005-913624965022453760,provide unique opportunity see source space weather naked eye http .,0.0
1005-913667779928006656,provide unique opportunity see source space weather naked eye http .,0.0
1005-913691781430161408,provide unique opportunity see source space weather naked eye http .,0.0
1005-913692810980839429,provide unique opportunity see source space weather naked eye http .,0.0
1005-913700594287808513,provide unique opportunity see source space weather naked eye http .,0.0
1005-913758789098237952,provide unique opportunity see source space weather naked eye http .,0.0
1005-913781448565501953,provide unique opportunity see source space weather naked eye http .,0.0
1005-913792823194877954,provide unique opportunity see source space weather naked eye http .,0.0
995-890035566258962432,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890037960401444864,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890038172431896576,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890038340560408580,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890038946503180288,java eclipse neon .,1.0
995-890039088480477185,accord 14 mile get total luck lura wont working .,0.0
995-890039167299792896,.,0.0
995-890039463300038659,flat earther say like 2d cosmic lid parallel sun round head .,0.0
995-890039807891591169,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890039981993066497,flat earther say like 2d cosmic lid parallel sun round .,0.0
995-890042525725151233,la oscuridad del en dejar producir ms 9000 megavatio que generan panele solare .,1.0
995-890042859486720000,look directly special goggles marion health give away goggles august 10 h.,0.0
995-890043859291430912,smartbear join group put fabric model github asaservice gain steam http .,1.0
995-890043993941266434,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890044118818148352,flat earther say like 2d cosmic lid parallel sun round .,0.0
995-890044141790429185,total solar eclipse come august year .,0.0
995-890044237022089216,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890045341109714944,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890045962634317824,whoa 61 partial 93 partial eclipse fredonia k .,0.0
995-890046515145822208,flat earther say like 2d cosmic lid parallel sun round .,0.0
995-890046980029808640,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890047295416287232,811228822 .,1.0
995-890048868045529089,start simple application base specification .,1.0
995-890049550970490880,solar eclipse come america here youll live .,0.0
995-890049780080025602,idaho fall direct path room availability http .,0.0
995-890049815794601986,.,0.0
995-890050301759303680,rare august 2017 date paralyze america ready darkness video .,1.0
995-890051033488965632,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890051674873761792,people call statement warn read .,0.0
995-890051986867068930,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890052087048003585,total dance partner moon sun earth learn moon role httpstco .,0.0
995-890052119025373191,unconditioned trapped condition like .,0.0
995-890052995001585664,.,1.0
995-890053666840788993,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890054492040855552,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890054721309900800,advanced viewing technology deploy lincoln july 20 1963 .,0.0
995-890054826134040580,flat earther say like 2d cosmic lid parallel sun round .,0.0
995-890055528533172228,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890056199017824256,start simple application base specification .,1.0
995-890056404261797888,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890057226546708481,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890057603195314177,flat earther say like 2d cosmic lid parallel sun round .,0.0
995-890058314746388481,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890059113224441861,remember glance north america month .,0.0
995-890059308989382656,omm este sbado en ceballos en la cede del eclipse feat bus en la telefnica grati programate mofayista .,1.0
995-890059615609782272,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890059686371876865,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890059706198364161,flat earther say like 2d cosmic lid parallel sun round .,0.0
995-890059712963768320,flat earther say like 2d cosmic lid parallel sun round .,0.0
995-890060515191345152,expect ur feel 2b extra gear 4 eclipse b lookout 4 theme attention versus intention .,0.0
995-890061483899408385,el 21 agosto ser el da en que el gran solar americano tenga lugar hicimos la para admirarlo http .,1.0
995-890061811495587840,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890061862523592704,solar eclipse come america here youll live zip .,0.0
995-890062450585989122,flat earther say like 2d cosmic lid parallel sun round .,0.0
995-890062613517926400,pint post villalba general urquiza distrito federal .,1.0
995-890065328138592257,.,1.0
995-890065357800697856,me trabajo y puedo hacerle una corona al debo buscar algo nuevo .,1.0
995-890065567444611072,flat earther say like 2d cosmic lid parallel sun round .,0.0
995-890065881832849408,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890066388966035456,glass arrive just pick rooftop .,0.0
995-890066522353303553,811228822 .,1.0
995-890066809205948418,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890067582929297409,start simple application base specification .,1.0
995-890067744296710148,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890067993086001153,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890068014078590976,.,1.0
995-890069071672352773,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890069251595390981,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890069367735582720,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890070407088418816,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890070517998383106,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890070611556532225,sun come solar class event .,0.0
995-890070685636321280,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890070883699761152,flat earther say like 2d cosmic lid parallel sun round .,0.0
995-890071477910941696,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890073608692924416,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890073907092492288,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890074333162459137,what best way view great american eclipsehttpstcopokznstdue .,0.0
995-890074834897645568,total dance partner moon sun earth learn moon role httpstco .,0.0
995-890075417792696320,total dance partner moon sun earth learn moon role httpstco .,0.0
995-890076184146567168,come .,1.0
995-890076204971241472,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890076639962464257,solar come heres youll live .,0.0
995-890076678692765696,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890076889120952320,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890077639162998784,know upcome rental package available help http .,0.0
995-890077732989792256,start simple application base specification .,1.0
995-890077962418212865,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890079506634907648,come america here youll live .,0.0
995-890079629893136385,start simple application base specification .,1.0
995-890079766933590016,that come sun tune sun eclipse moon .,0.0
995-890080401753907200,military installation path active reserve retiree best private view .,0.0
995-890080865857961984,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890081632404877312,git .,1.0
995-890081967575777280,draw 14 year ago .,1.0
995-890082507097427969,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890084006838009856,811228822 .,1.0
995-890084269594480640,thank share best beautiful take today .,0.0
995-890084419175927809,new projective editing convinced esp target c.,1.0
995-890084435139452928,do think bs ive see eclipse eye ht .,0.0
995-890086308911230977,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890086530441785349,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890087469332533249,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890088550791774209,airbnb say folk head oregon 41 state 26 country .,0.0
995-890088723391578112,2003 wasp racing coilover just set car .,1.0
995-890089159905488896,start simple application base specification .,1.0
995-890089320417243136,y aqu tienen en algn momento del da la y el se fusionaran .,1.0
995-890089607722872833,improve update behavior bug fix profile w latest release try .,1.0
995-890089737654022146,start simple application base specification .,1.0
995-890091191072681986,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890091255908237313,follow twitter local .,0.0
995-890092598500655104,event mustsee u path totality morning 82117 .,0.0
995-890096291962814464,.,1.0
995-890098550570397696,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890099084169814016,total dance partner moon sun earth learn moon role httpstco .,0.0
995-890099340429193216,total look like .,0.0
995-890102431706742784,comfy chair bbq deck go 96 im gon na good .,0.0
995-890102481086283776,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890102847823650816,typical just im go yellowstone national park hit 1400 earthquake week .,0.0
995-890104436625899520,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890104574274654210,improve update behavior bug fix profile w latest release try .,1.0
995-890104863983587328,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890106395969933312,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890106790221926400,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890107182267727872,java eclipse neon .,1.0
995-890107299276230658,eclipse tell method undefined clearly define project .,1.0
995-890107903511756802,gr8 audience night lunchtime publisher hear .,1.0
995-890108146886348801,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890108497869897735,gr8 question night sky colour beneath moon shadow ask pl contact answer .,0.0
995-890108723313750018,go cancel e2 information great .,1.0
995-890109766495866880,get 16 ready drop mail end see totality totally worth .,0.0
995-890111665676722177,concept far year july 2017 httpst .,1.0
995-890112431682441216,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890112715179642880,america celebrate total solar august 21 2017 .,0.0
995-890113242986676224,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890115536369176577,el 21 agosto tendr lugar te lo pierdas y este vdeo aprende mucho ms sobre el .,1.0
995-890116061772775424,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890116452233162752,solar eclipse 8212017 shirt .,0.0
995-890116940290772993,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890117176094597125,total solar eclipse 8212017 shirt .,0.0
995-890118031329951744,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890119505153855488,quin rescatar quin .,1.0
995-890120727369797632,.,1.0
995-890121749144227840,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
995-890121788541333505,safely solar pro .,0.0
995-890122061728935938,plus 30 blade tooth geometry design 30 faster cut .,1.0
995-890122523467284482,touch taste feel .,1.0
995-890123114880937984,start simple application base specification .,1.0
995-890123334167515136,scientist longer look aug 21 chasing moon shadow pair jet httpst .,0.0
